utterance,request,importance
what information do you have about obtaining someinvoices?,2,2
I want to leave a comment,23,1
how can I delete my online account?,1,1
I do not know what to do to track the last order,3,1
"i have a question, can u speak with client service?",10,0
"id like information, what can i do to contact client service?",10,0
where do I get refunds of money?,11,1
"I get an error message when I attempt to pay for my online rder, what can I do?",5,1
i wanna know what the free phone number to contact Customer Service is,10,0
"I didn't receive my invoices, what can I do to see them?",17,1
I do not know what I need to do to check the invoice,15,1
"i want to cancel a purchase, can u help me?",27,0
"i want to view the status of my reimbursement, can u help me?",22,0
"i wanna solve a problem paying, what do i have to do?",5,0
"I have an issue when trying to pay with card, inform of it",5,1
"I have an issue paying with card, can I notify it?",5,1
I need to buy some items,26,1
help em check at what time I can reach customer support,10,2
"I have an  issue paying for my online order, help me inform of it",5,1
can you tell me how to know where my order is?,3,2
"i want to see an invoice, tell me how I can do it",2,0
I want assistance checking your refund policy,16,2
could you help me tracking an order?,3,2
can i see my invoices?,17,0
"I want to check my packages, can you tell me where to do it?",3,1
I want to kow what the no of Client Service is,10,1
csn I tack my orders?,3,2
"I have a question, how can I speak with Customer Service?",10,1
can I view the cancellation penalties?,20,2
"I bought something, i need help changing my order, please",0,0
"i bought a product, can I change my order?",0,0
can you ask an agent if i can get a bill?,2,0
I'd like to open another standard account for my husband,8,1
I have to edit my personal information,19,2
"i have an issue when trying to pay with card, can i notify it?",5,0
how do I see the status of my refund?,22,1
"I have a question, can you send an email to Client Service?",10,1
"the event waspostponed, how can I request a reimbursement?",11,1
help me use another account,6,2
I do not know how I could set another shipping address up,4,1
"I'm discontent with the service, help me make a complaint",9,1
"I want to submit an opinion for a service, can you help me?",23,1
could you ask an agent how I could change my purchase?,0,2
reporting errors with online registration,25,2
"I can't find my invoice, can you view it?",17,1
can you tell me if i can register several profiles with the same email?,8,0
I want to know if you have a newsletter to keep me up-to-date,18,1
"i want a user account, what should i do to create one?",8,0
"im discontent with the service, help me file a consumer complaint",9,2
I want help to solve an issue with payment,5,2
"I got an error message when I tried to pay, but my card was charged anyway, how can I inform of it?",5,1
i need help checking what hours i can call customer service,10,0
"i got an error when i tried to pay, but my card was charged anyway, what should i do to report it?",5,0
ask an agent how i can see the cancellation penalty,20,0
"i got an error when i tried to make a payment, but i was charged anyway and i want to inform of it",5,0
I need informationn about the mail of the Client Service,10,2
I need help buying several of your item,26,2
can you help me removing some items?,0,2
I have troubles with our online signmup,25,2
can you tell me what the phone number of Customer Support is?,10,2
"I want to check my packages, can you tell me how to do it?",3,1
"please, i want to know how to know where my fucking packages are",3,0
"the fucking event was postponed and id like to obtain a refund, please",11,1
"the game was postponed, can I request a reimbursement?",11,1
"ask an agent what i can get a reimbursement for, please",11,0
track my orders,3,2
how toclose myprofile,1,2
i want to know if i can create more than one profile with the same email address,8,0
"i changed my mind, cancel my user account",1,0
"I have an issue when trying to pay, how can I notify it?",5,1
"im discontent with the service, can i submit a consumer complaint?",9,0
can you send me my invoice?,2,2
"I have an issue paying for my order, how do I notify it?",5,1
"i want to checkl my bills, can u help me?",17,0
I want assistance to report issues with payment,5,2
editing information on account,19,2
can you tell me what the email address to contact Customer Support is?,10,2
how can i change my shipping address?,24,0
help me see the cancellation penalty,20,2
help to check in what cases can I ask for a refund,16,1
"i got a error when i attempted to pay, but my card was charged anyway, what can i do to inform of it?",5,0
"i changed my mind, i need help removing my account",1,0
"please, can you ask an agent where to notify a problem with my payment?",5,2
"i get an error when i attempt to make a payment with card, what do i have to do?",5,0
"I wanna get a invoice, tell me how I can do it",2,1
delivery period,7,2
where could i receive ur company newsletter,18,0
can u ask an agent if i can receive a refund?,11,0
help setting a different shipping address up,4,2
how to report registration issues?,25,2
"you aren't helping, what can I do to talk to a human?",14,1
"please, can you ask an agent to check the cancellation penalty?",20,2
i have not signed up yet help creating an online account,8,0
"I didn't receive my invoice, what can I do to see it?",17,1
i dont use these profile help changing to my other one,6,0
"I want tomake a complaint for a service, can you help me?",9,1
